2017-11-20 17:15:39,buy,0.99750000,0.03863434
2017-11-20 19:53:12,buy,0.99750000,0.03843251
2017-11-20 19:54:14,buy,0.99750000,0.03818500
2017-11-20 19:54:45,buy,0.99750000,0.03818500
2017-11-20 23:52:43,buy,0.99750000,0.03805794
2017-11-20 23:53:44,buy,0.99750000,0.03780000
2017-11-20 23:54:36,buy,0.99750000,0.03780000
2017-11-20 23:55:08,buy,0.99750000,0.03790000
2017-11-20 23:55:40,buy,0.99750000,0.03790000
2017-11-21 02:51:55,buy,0.99750000,0.03774211
2017-11-21 02:52:57,buy,0.99750000,0.03780553
2017-11-21 02:53:29,buy,0.99750000,0.03767000
2017-11-21 02:54:00,buy,0.99750000,0.03779995
2017-11-21 03:07:46,buy,0.99750000,0.03775369
2017-11-21 03:08:48,buy,0.99750000,0.03764040
2017-11-21 03:09:20,buy,0.99750000,0.03764000
2017-11-21 03:09:52,buy,0.99750000,0.03737200
2017-11-21 03:10:54,buy,0.99750000,0.03751516
2017-11-21 03:11:26,buy,0.99750000,0.03751516
2017-11-21 03:11:57,buy,0.99750000,0.03751516
2017-11-21 03:12:28,buy,0.99750000,0.03757545
2017-11-21 03:16:34,buy,0.99750000,0.03749998
2017-11-21 03:17:05,buy,0.99750000,0.03750000
2017-11-21 03:17:37,buy,0.99750000,0.03750000
2017-11-21 03:18:08,buy,0.00000005,0.03750000
2017-11-21 03:37:29,buy,0.99750000,0.03743741
2017-11-21 03:38:00,buy,0.99750000,0.03700000
2017-11-21 03:38:32,buy,0.99750000,0.03709996
2017-11-21 03:39:03,buy,0.99750000,0.03699977
2017-11-21 03:39:34,buy,0.99750000,0.03684849
2017-11-21 03:40:06,buy,0.99750000,0.03654000
2017-11-21 03:40:37,buy,0.99750000,0.03643263
2017-11-21 03:41:08,buy,0.99750000,0.03626000
2017-11-21 03:41:39,buy,0.99750000,0.03635489
2017-11-21 03:42:11,buy,0.99750000,0.03636000
2017-11-21 03:42:42,buy,0.99750000,0.03654995
2017-11-21 03:43:14,buy,0.99750000,0.03683854
2017-11-21 03:43:45,buy,0.99750000,0.03683855
2017-11-21 03:44:17,buy,0.99750000,0.03683855
2017-11-21 03:44:48,buy,0.99750000,0.03683855
2017-11-21 03:45:19,buy,0.99750000,0.03683859
2017-11-21 03:45:52,buy,0.99750000,0.03684858
2017-11-21 03:46:57,buy,0.99750000,0.03718511
2017-11-21 03:47:58,buy,0.99750000,0.03705496
2017-11-21 03:48:29,buy,0.99750000,0.03692496
2017-11-21 03:49:00,buy,0.99750000,0.03692495
2017-11-21 03:49:32,buy,0.99750000,0.03670000
2017-11-21 03:50:03,buy,0.99750000,0.03683841
2017-11-21 03:50:34,buy,0.99750000,0.03647633
2017-11-21 03:51:06,buy,0.99750000,0.03640300
2017-11-21 03:51:37,buy,0.99750000,0.03647633
2017-11-21 03:52:08,buy,0.99750000,0.03647633
2017-11-21 03:52:39,buy,0.99750000,0.03647633
2017-11-21 03:53:11,buy,0.99750000,0.03647633
2017-11-21 03:53:42,buy,0.99750000,0.03647633
2017-11-21 03:54:13,buy,0.99750000,0.03689942
2017-11-21 03:54:45,buy,0.99750000,0.03689924
2017-11-21 03:55:18,buy,0.99750000,0.03689907
2017-11-21 03:55:52,buy,0.99750000,0.03676942
2017-11-21 03:56:25,buy,0.99750000,0.03670442
2017-11-21 03:56:56,buy,0.99750000,0.03669984
2017-11-21 03:57:29,buy,0.99750000,0.03653346
2017-11-21 03:58:02,buy,0.99750000,0.03659987
2017-11-21 03:58:36,buy,0.99750000,0.03651532
2017-11-21 03:59:08,buy,0.99750000,0.03640227
2017-11-21 03:59:40,buy,0.99750000,0.03640000
2017-11-21 04:00:12,buy,0.99750000,0.03640010
2017-11-21 04:00:43,buy,0.99750000,0.03649327
2017-11-21 04:01:14,buy,0.99750000,0.03651532
2017-11-21 04:01:46,buy,0.99750000,0.03667845
2017-11-21 04:02:17,buy,0.99750000,0.03667845
2017-11-21 04:02:48,buy,0.99750000,0.03667846
2017-11-21 04:03:21,buy,0.99750000,0.03679889
2017-11-21 04:03:52,buy,0.99750000,0.03679640
2017-11-21 04:05:24,buy,0.99750000,0.03686275
2017-11-21 04:05:55,buy,0.99750000,0.03683870
2017-11-21 04:06:26,buy,0.99750000,0.03679086
2017-11-21 04:06:58,buy,0.99750000,0.03679234
2017-11-21 04:07:31,buy,0.99750000,0.03677076
2017-11-21 04:08:02,buy,0.99750000,0.03675131
2017-11-21 04:08:33,buy,0.99750000,0.03674962
2017-11-21 04:09:05,buy,0.99750000,0.03675114
2017-11-21 04:09:36,buy,0.99750000,0.03675135
2017-11-21 04:10:07,buy,0.99750000,0.03675285
2017-11-21 04:10:38,buy,0.99750000,0.03675387
2017-11-21 04:11:10,buy,0.99750000,0.03690129
2017-11-21 04:15:14,buy,0.13965000,0.03684494
2017-11-21 04:27:28,buy,0.99750000,0.03683621
2017-11-21 04:28:00,buy,0.99750000,0.03681803
2017-11-21 04:28:33,buy,0.99750000,0.03678949
2017-11-21 04:29:05,buy,0.99750000,0.03678975
2017-11-21 04:29:36,buy,0.99750000,0.03678970
2017-11-21 04:30:08,buy,0.99750000,0.03678957
2017-11-21 04:30:39,buy,0.99750000,0.03675071
2017-11-21 04:31:11,buy,0.99750000,0.03677667
2017-11-21 04:32:43,buy,0.99750000,0.03678967
2017-11-21 04:35:16,buy,0.99750000,0.03672216
2017-11-21 04:36:49,buy,0.99750000,0.03674530
2017-11-21 04:37:20,buy,0.99750000,0.03669330
2017-11-21 04:37:51,buy,0.99750000,0.03659399
